//编号	Name	ICON	掉落显示	蓝奇	卡西斯	菲莉尔	艾米	船标志	船体型号	类型	获得前缀几率	套装编号	精炼等级	安定值	唯一ID	交易	拾取	丢弃	可否删除	是否叠加	是否实例化	价格	体形	角色等级	职业	角色称号	角色名声	道具可装备位置	道具装备所替换位置	道具拾取进入位置判断	Str系数加成	Agi系数加成	Dex系数加成	Con系数加成	Sta系数加成	Luk系数加成	攻击频率系数加成	攻击距离系数加成	最小攻击力系数加成	最大攻击力系数加成	防御系数加成	Mxhp系数加成	Mxsp系数加成	flee系数加成	hit系数加成	crt系数加成	mf系数加成	hrec系数加成	srec系数加成	mspd系数加成	col系数加成	Str常数加成	Agi常数加成	Dex常数加成	Con常数加成	Sta常数加成	Luk常数加成	攻击频率常数加成	攻击距离常数加成	最小攻击力常数加成	最大攻击力常数加成	防御常数加成	Mxhp常数加成	Mxsp常数加成	flee常数加成	hit常数加成	crt常数加成	mf常数加成	hrec常数加成	srec常数加成	mspd常数加成	col常数加成	物理抵抗	道具左手发挥标识	道具能量	耐久	最大实例化洞数	船耐久恢复	可装炮数量	船员人数	人员标配	货舱容量	补给消耗	炮弹飞行速度	船移动速度	使用效果	挥舞特效	道具捆绑特效	道具捆绑特效dummy	道具显示特效(道具放在物品栏第一格的显示特效)	道具掉落模型特效	道具使用特效	描述（道具等级）	备注
1726	曼陀罗汁	n0154	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	74	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	提取自曼佗罗花的曼佗罗汁，具有安神的作用。	
1727	爆炸孢子	n0155	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	32	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	会爆炸的孢子，遇水自行爆炸。	
1728	蜘蛛丝	n0156	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	76	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	粘乎乎的蜘蛛丝。被它缠住的人除了用火烧，没有别的方法能取下来，	
1729	猫头鹰羽毛	n0157	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	10000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	一根浅茶色的猫头鹰羽毛。	
1730	装饰羽毛	n0158	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	100000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	土著人头上五颜六色的羽毛装饰。	
1731	铁锈矛尖	n0159	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	36	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	被铁锈腐蚀的破矛尖，尖端已非常钝了。	
1732	曼陀罗刺	n0160	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	38	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	曼佗罗花的小花刺，刺上有令人心情愉悦的迷幻剂。	
1733	土著符咒	n0161	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	118	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	写满奇怪咒语的符咒，是原始土著世代相传的咒杀符。	
1734	酋长羽毛	n0162	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	1000000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	华丽的羽毛装饰，是土著酋长才能使用的象征权位的装饰。	
1735	岩石蛋	n0163	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	124	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	椭圆型的岩石，因其形状似鸡蛋而被戏称为岩石之蛋。	
1736	雪茄	n0164	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	40	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	一根粗雪茄。看上去是老烟枪喜欢的KILL牌。	
1737	小恶魔翅膀	n0165	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	40	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1738	狼人首饰	n0166	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	82	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	狼人衣服上象征狼族之骄傲的坠饰。	
1739	蜥蜴人手镯	n0167	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	100	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	蜥蜴人的玉石手镯，绘有蜥蜴族特有的卷曲花纹。	
1740	蜥蜴人腰带	n0168	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	102	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	一个空的腰包，是蜥蜴人用来装干粮的东西。	
1741	地精工具	n0169	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	84	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	以制造术见长的地精工兵的制造工具。	
1742	地精背包	n0170	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	62	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	地精的工具背包，鼓鼓囊囊塞满了东西。	
1743	猫铃铛	n0171	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	64	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	一个清脆悦耳的铜铃铛，能招来白灵猫的同伴。	
1744	齿轮	n0172	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	42	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	从遗迹卫士身上掉下的巨大齿轮，由于年久失修已经变得破破烂烂了。	
1745	日记碎片	n0173	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	106	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	女神护卫们用鲜血写成的思念日记的残片。	
1746	特制蜂皇浆	n0174	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	182	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	极品蜂皇浆，是特制给蜂王的贡品。	
1747	伪造证件	n0175	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	182	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	走私犯穿越国境时使用的伪造证件。	
1748	山贼腰牌	n0176	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	184	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	山贼进入山寨时确认身份的腰牌，丢了腰牌的山贼就无法进入同伴们聚集的山寨了。	
1749	狂野之证	n0177	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	1600	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	用野兽之血浸泡过的狂野之证，是山贼的首领才有资格拥有的王者之证。	
1750	金腰带	n0178	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	188	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	世界袋鼠拳击锦标赛上的冠军金腰带。	
1751	泥浆结晶	n0179	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	192	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	一团泥浆的结晶，能根据气温和湿度改变形状。	
1752	奇异面具	n0180	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	196	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	杀手仙人掌为了掩人耳目所使用的古怪面目。	
1753	骑兵证明	n0181	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	100	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	一面绣着骑士图案的小旗子，是沙骑士的骑士证明。	
1754	风暴之证	n0182	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	2000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	一面刻有龙卷风的小盾牌，这是沙匪首领能在沙漠中对抗风暴的证明。	
1755	黄金秤	r0015	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	282	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	犬神用以衡量是否需要将敌人杀死的权衡之秤，因用黄金打造，又被称为黄金秤。	
1756	怨灵水晶球	q0065	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	286	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	吞噬了上千怨灵的水晶球，一旦碎裂，将引起怨灵的大暴走。	
1757	蜥蜴皇冠	n0567	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	230	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	国王蜥蜴的黄金冠，上面镶嵌着无数价值连城的宝石，是盗猎者的最爱。	
1758	水晶贝壳	n0186	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	234	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	晶莹剔透的水晶贝壳，比普通贝壳的价值要高好几倍。	
1759	泥娃娃	n0187	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	208	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	一个造型可爱，表情秀豆的泥娃娃，是泥人们的手工艺品。	
1760	幽灵风灯	n0188	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	238	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	南瓜将军出行时使用的幽灵风灯，能让所有幽灵鬼怪自动让出一条路来。	
1761	人参娃娃	n0189	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	242	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	只有生长千年以上的精灵草才能孕育出一棵人参娃娃，并且随着精灵草的生长，人参娃娃会越来越似人形。	
1762	精灵花别针	n0190	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	212	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	嫩黄色五瓣花别针，是精灵花头顶上的装饰物。	
1763	跳动的金属心脏	n0191	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	290	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	铁魔人的内部动力装置，一颗跳动着的金属心脏。	
1764	卫队长之证	n0192	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	246	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	金属制成的荣誉勋章，这是恐怖卢比的卫队长证明。	
1765	不死灵魂	n0193	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	338	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	这团青灰色的灵魂是恐怖卢比的不死灵魂，只要这灵魂没有被消灭，卢比就能找机会重生。	
1766	地精小硬币	n0194	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	216	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	地精制造的银质小硬币，因为地精们总是用抛硬币的方法来做决定，所以每只地精都随身携带一枚硬币。	
1767	恶魔宝石	n0195	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	25000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	梦魇吞噬孩子们的噩梦所形成的恶魔宝石，这就是他们赖以生存的食物。	
1768	猫魂草	n0196	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	1000000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	这是白灵猫的九命猫魂草，能替灵猫遮挡9次灾难，是灵猫的生命共同体。	
1769	驱动水晶	n0197	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	2500	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	遗迹卫士的水晶心脏，给予他们活动和思维的动力。	
1770	思念之雾	n0198	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	298	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	一团灰白雾气，能让接触到它的人因想起自己思念的人而伤心不已。	
1771	灵魂石	n0199	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	2000	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	由森林中各种生物的灵魂聚集而成，散发着奇异的灵魂之光。	
1772	天使羽翼	n0544	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	999	0	262	-1	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	纯洁的大天使翅膀，能令所有怀有邪恶力量的生物化为灰烬。	
